idx,image_path,baseline_lmk_err,finetuned_lmk_err,lmk_err_delta_ft_minus_base,finetuned_cam_score,finetuned_lmk_abs_max,baseline_photo_l1,finetuned_photo_l1,baseline_runtime_ms,finetuned_runtime_ms,landmark_target_source,is_failure,hybrid_selective_fallback
0,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_11_1_neutral_25.jpg,0.039626576006412506,6.23040771484375,6.1907811388373375,54.319525212049484,7.363157272338867,0.5376215577125549,0.5376215577125549,nan,nan,real_npy,1,1
1,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_16_6_jaw_right_42.jpg,0.08871413767337799,0.09871114045381546,0.00999700278043747,6.9576909728348255,0.6577264666557312,0.44511547684669495,0.44511547684669495,nan,nan,real_npy,0,1
2,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_7_2_smile_1.jpg,0.05355868116021156,0.05158451199531555,-0.0019741691648960114,8.206264220178127,0.7008472084999084,0.42115887999534607,0.42115887999534607,nan,nan,real_npy,0,1
3,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_7_2_smile_35.jpg,0.04711656644940376,0.08352412283420563,0.036407556384801865,7.484452188014984,0.6430193185806274,0.4215160310268402,0.4215160310268402,nan,nan,real_npy,0,1
4,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_17_9_mouth_right_9.jpg,0.05628537759184837,0.06023641303181648,0.003951035439968109,8.495926281437278,0.6688901782035828,0.3694095313549042,0.3694095313549042,nan,nan,real_npy,0,1
5,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_4_18_eye_closed_19.jpg,0.04530627653002739,0.04406953603029251,-0.0012367404997348785,9.080807306803763,0.7397803068161011,0.2790377140045166,0.2790377140045166,21.41725100000258,23.436582000044837,real_npy,0,1
6,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_8_17_cheek_blowing_52.jpg,0.2129969298839569,0.2121792733669281,-0.0008176565170288086,6.187420524656773,0.6047530174255371,0.37326133251190186,0.37326133251190186,19.802688999902784,18.322505000014644,real_npy,0,0
7,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_19_15_lip_roll_49.jpg,0.741344690322876,0.6344484686851501,-0.10689622163772583,8.446176424622536,0.7142875790596008,0.37162894010543823,0.37162894010543823,23.250341999982993,21.914853999987827,real_npy,0,1
8,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_7_5_jaw_left_47.jpg,0.06633148342370987,0.07973147928714752,0.013399995863437653,9.446666637435555,0.8134796023368835,0.4808140993118286,0.4808140993118286,54.845840999973916,20.107143000018368,real_npy,0,1
9,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_2_20_brow_lower_7.jpg,0.2260681539773941,0.2065233290195465,-0.019544824957847595,8.594990506768227,0.6922038793563843,0.37762635946273804,0.37762635946273804,21.544545999972797,22.47849400009727,real_npy,0,1
10,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_13_16_grin_2.jpg,0.21612916886806488,0.21377480030059814,-0.002354368567466736,6.78977907449007,0.6141760945320129,0.43702012300491333,0.43702012300491333,21.028462000003856,21.398653000005652,real_npy,0,1
11,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_1_10_dimpler_23.jpg,0.04108712449669838,0.03787548094987869,-0.003211643546819687,8.452567894011736,0.7082574963569641,0.3632708191871643,0.3632708191871643,20.985064999990755,21.997037000005548,real_npy,0,1
12,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_20_13_lip_funneler_46.jpg,0.1270674765110016,0.13629043102264404,0.009222954511642456,7.854887407273054,0.6776724457740784,0.5959072709083557,0.5959072709083557,37.26614300001074,27.627920000099948,real_npy,0,1
13,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_10_19_brow_raiser_7.jpg,0.041752271354198456,0.04735216870903969,0.005599897354841232,7.686635475605726,0.6686892509460449,0.22483651340007782,0.22483651340007782,21.42386200000601,30.18961999998737,real_npy,0,1
14,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_4_18_eye_closed_29.jpg,0.07104429602622986,0.07335062325000763,0.002306327223777771,8.177851621061563,0.6876000761985779,0.33427050709724426,0.33427050709724426,21.494374999974752,19.176762000029157,real_npy,0,1
15,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_19_10_dimpler_6.jpg,0.054608508944511414,0.053506407886743546,-0.001102101057767868,8.90125559270382,0.7393548488616943,0.28018832206726074,0.28018832206726074,22.36019800000122,20.40574900001957,real_npy,0,1
16,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_7_12_lip_puckerer_40.jpg,0.1834859848022461,0.1938091218471527,0.010323137044906616,7.111428312957287,0.6449418067932129,0.45004504919052124,0.45004504919052124,19.934318999958123,39.6986040000229,real_npy,0,1
17,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_4_7_jaw_forward_36.jpg,0.04511352255940437,0.046637408435344696,0.0015238858759403229,7.440418228507042,0.6549548506736755,0.3089570999145508,0.3089570999145508,19.843705999960548,19.203915000048255,real_npy,0,1
18,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_6_14_sadness_1.jpg,0.07468711584806442,0.0730258896946907,-0.0016612261533737183,7.923762068152428,0.7326915860176086,0.3671760559082031,0.3671760559082031,20.2089370000067,72.4152039999808,real_npy,0,1
19,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_5_19_brow_raiser_56.jpg,0.062265682965517044,0.059164006263017654,-0.0031016767024993896,8.527343817055225,0.7419121861457825,0.399122953414917,0.399122953414917,69.7618890000058,21.99985499999002,real_npy,0,1
20,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_5_18_eye_closed_29.jpg,0.07839829474687576,0.08968259394168854,0.011284299194812775,8.55464481562376,0.7097234725952148,0.29963529109954834,0.29963529109954834,20.363084999985404,21.430293999969763,real_npy,0,1
21,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_1_13_lip_funneler_41.jpg,0.11614169180393219,0.10763628035783768,-0.008505411446094513,8.201033357530832,0.7748116850852966,0.4520139992237091,0.4520139992237091,20.385572999998658,19.321037000054275,real_npy,0,1
22,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_19_10_dimpler_38.jpg,0.5948737859725952,0.5681943893432617,-0.026679396629333496,7.4773720651865005,0.6990411877632141,0.38551872968673706,0.38551872968673706,19.773089000068467,18.866372000047704,real_npy,0,1
23,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_20_7_jaw_forward_31.jpg,0.03840000554919243,0.03318572789430618,-0.005214277654886246,7.847035365179181,0.6532532572746277,0.4458387494087219,0.4458387494087219,20.64051999991534,20.50509499997588,real_npy,0,1
24,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_9_2_smile_19.jpg,0.054395850747823715,0.05646691471338272,0.0020710639655590057,9.182238058187068,0.7450387477874756,0.3864700496196747,0.3864700496196747,42.34277099999417,33.759775000021364,real_npy,0,1
25,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_19_2_smile_32.jpg,0.15337692201137543,0.16026394069194794,0.00688701868057251,7.509399924427271,0.7122652530670166,0.2019471824169159,0.2019471824169159,20.64951900001688,21.892597999908503,real_npy,0,1
26,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_19_8_mouth_left_22.jpg,0.0642290934920311,0.06702448427677155,0.002795390784740448,9.60489970818162,0.7959855198860168,0.36723706126213074,0.36723706126213074,22.39725099991574,21.399135000024216,real_npy,0,1
