idx,image_path,baseline_lmk_err,residual_lmk_err,delta_residual_minus_base,residual_cam_score,residual_lmk_abs_max
44,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_6_9_mouth_right_32.jpg,0.04959703981876373,0.043771252036094666,-0.005825787782669067,8.080473467707634,0.6604407429695129
45,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_1_15_lip_roll_29.jpg,0.0738133117556572,0.07465405017137527,0.0008407384157180786,8.134062688797712,0.6724938154220581
46,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_20_16_grin_29.jpg,0.1404973566532135,0.1399330198764801,-0.0005643367767333984,7.9035789258778095,0.6558359265327454
47,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_20_7_jaw_forward_64.jpg,0.29493778944015503,0.2974715530872345,0.0025337636470794678,7.559229966253042,0.6985830664634705
48,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_12_8_mouth_left_29.jpg,0.04842579364776611,0.04706044867634773,-0.0013653449714183807,8.68473457172513,0.7245089411735535
49,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_13_7_jaw_forward_44.jpg,0.042116567492485046,0.0440659262239933,0.001949358731508255,8.783878527581692,0.7479808926582336
50,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_13_20_brow_lower_47.jpg,0.053278081119060516,0.046865131705999374,-0.006412949413061142,8.170233134180307,0.6870980262756348
51,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_18_18_eye_closed_42.jpg,0.03486787527799606,0.033773042261600494,-0.0010948330163955688,7.974953431636095,0.6566957831382751
52,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_6_4_anger_40.jpg,0.24713821709156036,0.23896321654319763,-0.008175000548362732,6.96915253251791,0.6771068572998047
53,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_3_3_mouth_stretch_21.jpg,0.03201523423194885,0.03550528362393379,0.0034900493919849396,8.023484610021114,0.7236398458480835
54,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_5_16_grin_32.jpg,0.059200819581747055,0.054230790585279465,-0.00497002899646759,8.27073647454381,0.7132441401481628
55,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_20_3_mouth_stretch_47.jpg,0.13397091627120972,0.1267070770263672,-0.007263839244842529,7.5853487849235535,0.7372688055038452
56,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_12_13_lip_funneler_27.jpg,0.07334253937005997,0.06091241165995598,-0.012430127710103989,9.34103518538177,0.8072654008865356
