idx,image_path,baseline_lmk_err,finetuned_lmk_err,lmk_err_delta_ft_minus_base
1345,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_5_9_mouth_right_21.jpg,0.027558449655771255,0.02759985625743866,4.1406601667404175e-05
667,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_15_15_lip_roll_25.jpg,0.02745666541159153,0.028252752497792244,0.0007960870862007141
1213,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_7_20_brow_lower_17.jpg,0.029105739668011665,0.02884945087134838,-0.0002562887966632843
703,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_18_14_sadness_1.jpg,0.02839629538357258,0.029165731742978096,0.0007694363594055176
1920,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_7_20_brow_lower_16.jpg,0.026272157207131386,0.029419492930173874,0.003147335723042488
1672,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_10_11_chin_raiser_1.jpg,0.028559571132063866,0.029594464227557182,0.0010348930954933167
1138,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_4_3_mouth_stretch_1.jpg,0.02586076781153679,0.029733197763562202,0.0038724299520254135
1990,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_8_20_brow_lower_24.jpg,0.028845839202404022,0.02987898886203766,0.0010331496596336365
543,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_20_4_anger_23.jpg,0.029774414375424385,0.030095795169472694,0.0003213807940483093
1296,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_8_19_brow_raiser_43.jpg,0.029561154544353485,0.030400998890399933,0.0008398443460464478
1521,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_3_14_sadness_10.jpg,0.035649459809064865,0.03047599457204342,-0.005173465237021446
1537,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_10_20_brow_lower_43.jpg,0.027466295287013054,0.030660998076200485,0.0031947027891874313
1667,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_3_11_chin_raiser_17.jpg,0.030181797221302986,0.03069193847477436,0.0005101412534713745
1896,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_3_2_smile_17.jpg,0.028004368767142296,0.030755095183849335,0.002750726416707039
32,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_4_17_cheek_blowing_43.jpg,0.028804656118154526,0.030891653150320053,0.0020869970321655273
1868,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_3_6_jaw_right_17.jpg,0.030528251081705093,0.0311739481985569,0.0006456971168518066
1791,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_10_14_sadness_43.jpg,0.027013543993234634,0.03126898407936096,0.0042554400861263275
835,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_3_4_anger_23.jpg,0.029982181265950203,0.03129257261753082,0.0013103913515806198
833,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_16_3_mouth_stretch_1.jpg,0.02894325740635395,0.03143632784485817,0.002493070438504219
1828,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_7_14_sadness_14.jpg,0.029563819989562035,0.03156653046607971,0.0020027104765176773
